传奇名称,底材名称,传奇来源,判定依据,Wiki匹配,Wiki查询URL,校验日期
Ichimonji,Corsair Sword,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Ichimonji,2026-09-03
Mask of the Spirit Drinker,Magistrate Crown,其它掉落,Mask of the Spirit Drinker can only be obtained from a chest inside the tier 3 incursion room Sanctum of Immortality (upgraded from Pools of Restoration).,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Mask_of_the_Spirit_Drinker,2026-09-03
Snakebite,Assassin's Mitts,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Snakebite,2026-09-03
The Ghastly Theatre,Teak Round Shield,其它掉落,Can be obtained by taking this item from a mercenary with this item equipped after winning a duel.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Ghastly_Theatre,2026-09-03
Mutewind Whispersteps,Serpentscale Boots,其它掉落,"Mutewind warband can be encountered from specific prophecies, Mutewind Retreat or Mutewind Base Azurite Mine nodes, from opening Mutewind Cache, and from 16x16px|link=|alt=Iceberg Map Iceberg Map Map Tier: 3 Monster Level: 70 Guild Character : H Travel to this Map by using it in the Templar Laboratory or a personal Map Device. Maps can only be used once. 78x78px|link=|alt=|class=item-icon .",传奇名+底材精确匹配,https://www.poewiki.net/wiki/Mutewind_Whispersteps,2026-09-03
Mutewind Pennant,Enameled Buckler,其它掉落,"Mutewind warband can be encountered from Mutewind Retreat or Mutewind Base Azurite Mine nodes, or from opening Mutewind Cache Strongbox, and from 16x16px|link=|alt=Iceberg Map Iceberg Map Map Tier: 3 Monster Level: 70 Guild Character : H Travel to this Map by using it in the Templar Laboratory or a personal Map Device. Maps can only be used once. 78x78px|link=|alt=|class=item-icon .",传奇名+底材精确匹配,https://www.poewiki.net/wiki/Mutewind_Pennant,2026-09-03
Replica Emberwake,Ruby Ring,其它掉落,Replicas can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Emberwake,2026-09-03
Atziri's Foible,Paua Amulet,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Atziri's_Foible,2026-09-03
Kiloava's Bluster,Ironwood Buckler,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Kiloava's_Bluster,2026-09-03
Null and Void,Legion Gloves,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Null_and_Void,2026-09-03
Tremor Rod,Military Staff,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Tremor_Rod,2026-09-03
Nycta's Lantern,Crystal Sceptre,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Nycta's_Lantern,2026-09-03
The Supreme Truth,Crystal Sceptre,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Supreme_Truth,2026-09-03
Allelopathy,Satin Gloves,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Allelopathy,2026-09-03
Replica Allelopathy,Satin Gloves,其它掉落,Replicas can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Allelopathy,2026-09-03
Brinerot Whalers,Trapper Boots,其它掉落,"Drop from Brinerot Warband monsters, such as from Brinerot Cache unique strongbox, Kirac's mod, Brinerot Warband Delve node, or 16x16px|link=|alt=Shipyard Map Shipyard Map Map Tier: 10 Monster Level: 77 Guild Character : v Travel to this Map by using it in the Templar Laboratory or a personal Map Device. Maps can only be used once. 78x78px|link=|alt=|class=item-icon , etc.",传奇名+底材精确匹配,https://www.poewiki.net/wiki/Brinerot_Whalers,2026-09-03
Profane Proxy,Unset Ring,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Profane_Proxy,2026-09-03
Mark of the Doubting Knight,Platinum Kris,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Mark_of_the_Doubting_Knight,2026-09-03
Esh's Visage,Vaal Spirit Shield,其它掉落,"Can be obtained from the Genesis Tree using an Ancient Wombgift, Grasping Coffers in Hive Fortresses or Hive Colony, or as a random drop from It That Was Esh and It That Was Tul.",传奇名+底材精确匹配,https://www.poewiki.net/wiki/Esh's_Visage,2026-09-03
The Ephemeral Bond,Lapis Amulet,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Ephemeral_Bond,2026-09-03
Story of the Vaal,Gemstone Sword,其它掉落,Story of the Vaal can only be obtained from a chest inside the tier 3 incursion room Crucible of Flame (upgraded from Flame Workshop).,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Story_of_the_Vaal,2026-09-03
Greed's Embrace,Golden Plate,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Greed's_Embrace,2026-09-03
Trypanon,Great Mallet,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Trypanon,2026-09-03
Blood Price,Reaver Helmet,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Blood_Price,2026-09-03
The Broken Crown,Prophet Crown,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Broken_Crown,2026-09-03
Thousand Teeth Temu,Vaal Buckler,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Thousand_Teeth_Temu,2026-09-03
Bloodgrip,Marble Amulet,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Bloodgrip,2026-09-03
Dance of the Offered,Carnal Boots,其它掉落,"Dance of the Offered can only be obtained from a chest of the Conduit of Lightning, a tier 3 incursion room (upgraded from Lightning Workshop and Omnitect Reactor Plant).",传奇名+底材精确匹配,https://www.poewiki.net/wiki/Dance_of_the_Offered,2026-09-03
Voidbringer,Conjurer Gloves,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Voidbringer,2026-09-03
Admiral's Arrogance,Antique Gauntlets,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Admiral's_Arrogance,2026-09-03
The Caged Mammoth,Antique Gauntlets,BOSS掉落,Drops from Uber Incarnation of Fear.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Caged_Mammoth,2026-09-03
The Poised Prism,Primal Arrow Quiver,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Poised_Prism,2026-09-03
Andvarius,Gold Ring,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Andvarius,2026-09-03
Chin Sol,Assassin Bow,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Chin_Sol,2026-09-03
Wings of Entropy,Ezomyte Axe,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Wings_of_Entropy,2026-09-03
Sinvicta's Mettle,Ezomyte Axe,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Sinvicta's_Mettle,2026-09-03
Sin Trek,Stealth Boots,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Sin_Trek,2026-09-03
Voidhome,Dread Maul,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Voidhome,2026-09-03
Ventor's Gamble,Gold Ring,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Ventor's_Gamble,2026-09-03
Bound Fate,Cloth Belt,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Bound_Fate,2026-09-03
Kondo's Pride,Ezomyte Blade,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Kondo's_Pride,2026-09-03
Kingsguard,Conquest Chainmail,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Kingsguard,2026-09-03
Chernobog's Pillar,Ebony Tower Shield,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Chernobog's_Pillar,2026-09-03
Serle's Masterwork,Phantom Mace,其它掉落,Wiki drop_enabled!=1；不属于当前普通掉落池,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Serle's_Masterwork,2026-09-03
The Consuming Dark,Fiend Dagger,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Consuming_Dark,2026-09-03
The Coming Calamity,Destroyer Regalia,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Coming_Calamity,2026-09-03
Bronn's Lithe,Cutthroat's Garb,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Bronn's_Lithe,2026-09-03
Geofri's Crest,Great Crown,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Geofri's_Crest,2026-09-03
Replica Harvest,Jasper Chopper,其它掉落,Replicas can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Harvest,2026-09-03
Command of the Pit,Riveted Gloves,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Command_of_the_Pit_(1_Abyssal_Socket),2026-09-03
Soul Strike,Spike-Point Arrow Quiver,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Soul_Strike,2026-09-03
Hyrri's Truth,Jade Amulet,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Hyrri's_Truth,2026-09-03
Soul Tether,Cloth Belt,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Soul_Tether,2026-09-03
The Jinxed Juju,Citrine Amulet,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Jinxed_Juju,2026-09-03
Rashkaldor's Patience,Jade Amulet,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Rashkaldor's_Patience,2026-09-03
The Redblade,Gladius,其它掉落,Wiki drop_enabled!=1；不属于当前普通掉落池,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Redblade,2026-09-03
Cameria's Maul,Gavel,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Cameria's_Maul,2026-09-03
Taproot,Ambusher,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Taproot,2026-09-03
The Wasp Nest,Throat Stabber,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Wasp_Nest,2026-09-03
Balefire,Opal Sceptre,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Balefire,2026-09-03
Goblinedge,Ambusher,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Goblinedge,2026-09-03
Victario's Influence,Lacquered Garb,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Victario's_Influence,2026-09-03
Crown of the Pale King,Regicide Mask,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Crown_of_the_Pale_King,2026-09-03
Oskarm,Nubuck Gloves,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Oskarm,2026-09-03
Khatal's Weeping,Lapis Amulet,其它掉落,Drops from Mirage encounters.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Khatal's_Weeping,2026-09-03
Khatal's Geyser,Lapis Amulet,其它掉落,"Obtained by using a 16x16px|link=|alt=Coin of Restoration Coin of Restoration Stack Size: 10 Restores an Afarud Unique item to its past Maraketh form ""Drain away the sands of Time, restore that which is now mine!"" Right click this item then left click a valid Afarud Unique item to restore it to its Maraketh form. 78x78px|link=|alt=|class=item-icon on 16x16px|link=|alt=Khatal's Weeping Khatal's Weeping Lapis Amulet Requires Level 56 +(20-30) to Intelligence +(80-100) to max...",传奇名+底材精确匹配,https://www.poewiki.net/wiki/Khatal's_Geyser,2026-09-03
Aurseize,Steelscale Gauntlets,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Aurseize,2026-09-03
Tombfist,Steelscale Gauntlets,BOSS掉落,Has a chance to drop from Abyssal Depths bosses.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Tombfist_(1_Abyssal_Socket),2026-09-03
Vixen's Entrapment,Embroidered Gloves,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Vixen's_Entrapment,2026-09-03
Replica Siegebreaker,Heavy Belt,其它掉落,Replicas can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Siegebreaker,2026-09-03
Replica Soul Taker,Siege Axe,其它掉落,Replicas can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Soul_Taker,2026-09-03
Obliteration,Omen Wand,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Obliteration,2026-09-03
Moonsorrow,Imbued Wand,普通掉落,Wiki drop_enabled=1，且无专属来源说明,按传奇名回退匹配（底材版本不同）,https://www.poewiki.net/wiki/Moonsorrow,2026-09-03
The Fledgling,Lacquered Helmet,BOSS掉落,"This helmet drops from Nashta, The Usurper, the boss of 16x16px|link=|alt=Contract: Heart of Glory Contract: Heart of Glory Familial Contract Client: Adiyah Heist Target: Confront Nashta Area Level: 81 Requires Perception (Level 4 ) Requires Adiyah, the Wayfinder ""A part of me still believes I can convince Nashta to give up her rebellious ways and come home. That part of me will forever be nine years of age, futilely chasing her as she runs off into the dunes yet again."" G...",传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Fledgling,2026-09-03
Replica Earendel's Embrace,Grinning Fetish,其它掉落,Replicas can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Earendel's_Embrace,2026-09-03
Voll's Protector,Holy Chainmail,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Voll's_Protector,2026-09-03
Meginord's Vise,Steel Gauntlets,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Meginord's_Vise,2026-09-03
Redblade Banner,Painted Tower Shield,其它掉落,"Redblade unique items are dropped from Redblade Warbands (some items are restricted to Redblade bosses only). Redblade Warbands can be encountered in 16x16px|link=|alt=Lighthouse Map Lighthouse Map Map Tier: 4 Monster Level: 71 Guild Character : F Travel to this Map by using it in the Templar Laboratory or a personal Map Device. Maps can only be used once. 78x78px|link=|alt=|class=item-icon or specific unique strongbox. There are additional ways to spawn random Warbands, r...",传奇名+底材精确匹配,https://www.poewiki.net/wiki/Redblade_Banner,2026-09-03
The Burden of Shadows,Primordial Staff,BOSS掉落,Drops from The King in the Mists in the Crux of Nothingness.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Burden_of_Shadows,2026-09-03
Femurs of the Saints,Primordial Staff,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Femurs_of_the_Saints,2026-09-03
Sign of the Sin Eater,Tyrant's Sekhem,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Sign_of_the_Sin_Eater,2026-09-03
Rotting Legion,Loricated Ringmail,其它掉落,Wiki drop_enabled!=1；不属于当前普通掉落池,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Rotting_Legion,2026-09-03
March of the Legion,Legion Boots,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/March_of_the_Legion,2026-09-03
Gang's Momentum,Legion Boots,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Gang's_Momentum,2026-09-03
Nametaker,Graceful Sword,其它掉落,Drops from enemies native to the Viridian Wildwood or Ritual encounters.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Nametaker,2026-09-03
Frostbreath,Ornate Mace,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Frostbreath,2026-09-03
Scorpion's Call,Heavy Arrow Quiver,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Scorpion's_Call,2026-09-03
Replica Malachai's Artifice,Unset Ring,其它掉落,Replicas can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Malachai's_Artifice,2026-09-03
Rotblood Promise,Unset Ring,其它掉落,Available as a reward from Rituals.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Rotblood_Promise,2026-09-03
Replica Voideye,Unset Ring,其它掉落,Replicas can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Voideye,2026-09-03
Vivinsect,Unset Ring,其它掉落,Drops from executed Safehouse leaders in Research Safehouses. Only obtainable from Safehouses of area level 78 or higher.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Vivinsect,2026-09-03
Triumvirate Authority,Unset Ring,BOSS掉落,Only drops from regular Atziri in the Apex of Sacrifice or Incursion Atziri in the Throne of Atziri (in the Temple of Atzoatl)；This 4 random modifier variant only drops from Uber Atziri.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Triumvirate_Authority_(3_random_modifiers),2026-09-03
Soulthirst,Cloth Belt,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Soulthirst,2026-09-03
The Selfish Shepherd,Nameless Ring,其它掉落,Available as a reward from Rituals.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Selfish_Shepherd,2026-09-03
The Queller of Minds,Nameless Ring,其它掉落,Available as a reward from Rituals.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Queller_of_Minds,2026-09-03
Sire of Shards,Serpentine Staff,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Sire_of_Shards,2026-09-03
Soul Mantle,Spidersilk Robe,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Soul_Mantle,2026-09-03
Shattershard,Crimson Round Shield,其它掉落,Shattershard can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Shattershard,2026-09-03
Wyrmsign,Wyrmscale Gauntlets,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Wyrmsign,2026-09-03
Alberon's Warpath,Soldier Boots,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Alberon's_Warpath,2026-09-03
Tanu Ahi,Wyrmscale Gauntlets,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Tanu_Ahi,2026-09-03
The Whispering Ice,Vile Staff,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Whispering_Ice,2026-09-03
Deidbell,Gilded Sallet,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Deidbell,2026-09-03
Windscream,Reinforced Greaves,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Windscream,2026-09-03
Xoph's Blood,Amber Amulet,其它掉落,"Can be obtained from the Genesis Tree using an Ancient Wombgift, Grasping Coffers in Hive Fortresses or Hive Colony, or as a random drop from It That Was Esh and It That Was Tul.",传奇名+底材精确匹配,https://www.poewiki.net/wiki/Xoph's_Blood,2026-09-03
The Pandemonius,Jade Amulet,其它掉落,"Can be obtained from the Genesis Tree using an Ancient Wombgift, Grasping Coffers in Hive Fortresses or Hive Colony, or as a random drop from It That Was Esh and It That Was Tul.",传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Pandemonius,2026-09-03
Replica Hyrri's Truth,Jade Amulet,其它掉落,Replicas can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Hyrri's_Truth,2026-09-03
Romira's Banquet,Diamond Ring,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Romira's_Banquet,2026-09-03
Hinekora's Sight,Onyx Amulet,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Hinekora's_Sight,2026-09-03
Replica Hinekora's Sight,Onyx Amulet,其它掉落,Replicas can be obtained from the Curio Display in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Hinekora's_Sight,2026-09-03
Olroth's Charge,Runic Sollerets,其它掉落,Drops from Expedition monsters in zones or Logbooks.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Olroth's_Charge,2026-09-03
Nightgrip,Runic Gages,其它掉落,Drops from Expedition monsters in zones or Logbooks.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Nightgrip,2026-09-03
Sudden Dawn,Steel Circlet,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Sudden_Dawn,2026-09-03
Death's Harp,Death Bow,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Death's_Harp,2026-09-03
Replica Iron Commander,Death Bow,其它掉落,Replicas can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Iron_Commander,2026-09-03
Bitterdream,Shadow Sceptre,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Bitterdream,2026-09-03
The Hand of Phrecia,Mesh Gloves,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Hand_of_Phrecia,2026-09-03
Rat's Nest,Ursine Pelt,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Rat's_Nest,2026-09-03
Three-step Assault,Shagreen Boots,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Three-step_Assault,2026-09-03
Hrimnor's Resolve,Samnite Helmet,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Hrimnor's_Resolve,2026-09-03
Innsbury Edge,Elder Sword,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Innsbury_Edge,2026-09-03
Tainted Pact,Coral Amulet,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Tainted_Pact,2026-09-03
Atziri's Mirror,Golden Buckler,其它掉落,Wiki drop_enabled!=1；不属于当前普通掉落池,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Atziri's_Mirror,2026-09-03
Replica Advancing Fortress,Gut Ripper,其它掉落,Replicas can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Advancing_Fortress,2026-09-03
Kahuturoa's Certainty,Ancient Greaves,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Kahuturoa's_Certainty,2026-09-03
Great Old One's Ward,Corrugated Buckler,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Great_Old_One's_Ward,2026-09-03
Relic of the Pact,Sage Wand,其它掉落,Obtained as a random reward from Ultimatum encounters.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Relic_of_the_Pact,2026-09-03
Xirgil's Crank,Coiled Staff,其它掉落,Xirgil's Crank can only drop in the Lord's Labyrinth.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Xirgil's_Crank,2026-09-03
Replica Lioneye's Paws,Bronzescale Boots,其它掉落,Replicas can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Lioneye's_Paws,2026-09-03
Infractem,Decimation Bow,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Infractem,2026-09-03
Prismatic Eclipse,Twilight Blade,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Prismatic_Eclipse,2026-09-03
Replica Forbidden Shako,Great Crown,其它掉落,Wiki drop_enabled!=1；不属于当前普通掉落池,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Forbidden_Shako,2026-09-03
Geofri's Legacy,Great Crown,其它掉落,Wiki drop_enabled!=1；不属于当前普通掉落池,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Geofri's_Legacy,2026-09-03
Empire's Grasp,Goliath Gauntlets,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Empire's_Grasp,2026-09-03
The Annihilating Light,Quarterstaff,BOSS掉落,Drops from Uber Exarch.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Annihilating_Light,2026-09-03
Architect's Hand,Ambush Mitts,其它掉落,Architect's Hand can only be obtained from a chest inside the tier 3 incursion room Defense Research Lab (upgraded from Trap Workshop and Temple Defense Workshop) in the present time Temple of Atzoatl.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Architect's_Hand,2026-09-03
